source_ip,destination_ip,protocol,bytes_sent,bytes_received,timestamp
217.242.164.221/10,120.56.26.74/6,DNS,2302,14834,1728259200000
161.154.13.70/28,182.229.8.161/22,HSRP,3449,14716,1728259200000
93.86.35.62/17,208.208.70.191/6,DNS,283,6493,1728259200000
233.107.13.146/28,212.2.207.192/21,PPP,5318,13661,1728259200000
83.71.183.132/28,52.65.37.50/19,Telnet,13990,64,1728259200000
182.242.184.56/15,161.92.122.117/24,ARP,7118,13478,1728259200000
177.213.199.219/12,234.236.128.69/20,DNS,2037,14560,1728259200000
160.174.159.251/24,112.140.118.77/11,HTTPS,8188,584,1728259200000
229.17.195.146/30,82.241.186.217/22,UDP,11712,6373,1728259200000
96.200.221.223/3,2.68.193.67/4,ICMP,7596,10541,1728259200000
79.192.119.135/15,218.87.43.158/23,NDP,13128,4902,1728259200000
104.132.113.167/22,8.38.147.56/7,L2TP,10310,13746,1728259200000
16.23.127.239/23,115.252.214.49/27,BGP,12967,6849,1728259200000
159.32.209.85/22,153.57.60.128/29,ICMP,7432,14434,1728259200000
134.34.22.127/27,94.35.92.188/9,DCCP,1995,9835,1728259200000
49.216.82.38/2,140.21.198.95/13,STP,1341,7204,1728259200000
50.253.133.207/17,222.52.153.152/23,DCCP,14508,12065,1728259200000
106.207.216.236/23,129.182.167.174/26,RSVP,9454,14677,1728259200000
137.206.165.33/17,59.94.25.150/19,STP,5903,14914,1728259200000
107.27.229.234/17,2.109.156.2/21,PPTP,9345,2380,1728259200000
201.32.149.154/29,68.69.117.160/23,ICMP,11595,11514,1728259200000
4.252.71.214/15,178.171.72.179/18,NDP,4351,5013,1728259200000
250.42.163.222/6,28.163.151.7/25,Telnet,9162,2410,1728259200000
65.96.143.201/1,176.144.66.130/13,AH,10811,10992,1728259200000
207.142.9.43/8,43.64.41.122/10,NFS,12738,13075,1728259200000
58.70.16.76/25,53.235.229.242/28,NFS,5838,9815,1728259200000
152.122.103.46/26,241.203.213.9/8,CDP,10665,9446,1728259200000
240.113.250.190/26,113.7.44.66/12,GRE,14230,13068,1728259200000
136.162.205.43/6,115.170.78.174/21,RSVP,11164,9671,1728259200000
125.52.17.38/21,240.175.203.177/19,Telnet,5287,4726,1728259200000
31.213.126.0/7,175.137.69.246/22,HTTPS,7889,13535,1728259200000
64.252.128.133/11,124.81.45.76/7,VRRP,2518,5081,1728259200000
73.10.145.89/27,186.234.91.164/28,RTSP,13110,6490,1728259200000
32.42.123.76/2,198.33.65.61/22,GTP,9508,9647,1728259200000
211.230.219.0/11,232.220.190.94/23,ICMP,5679,12835,1728259200000
127.228.171.98/12,47.110.145.138/9,SNMP,5929,14566,1728259200000
158.74.207.139/27,58.112.78.205/1,LDP,6188,8759,1728259200000
209.118.179.214/5,146.8.208.12/30,SSH,5821,2715,1728259200000
226.75.124.8/31,0.174.141.234/1,STP,11231,5251,1728259200000
152.79.224.60/7,9.130.128.126/7,DNS,423,6265,1728259200000
89.87.172.181/17,133.209.66.24/30,SNMP,13063,1594,1728259200000
130.9.192.92/13,177.183.221.10/14,SCTP,193,11047,1728259200000
234.20.44.35/27,129.117.141.53/22,CIFS,3218,8642,1728259200000
41.107.93.219/4,30.67.36.201/21,TCP,1058,7221,1728259200000
233.13.155.50/8,106.223.81.123/28,TFTP,13434,1974,1728259200000
234.31.112.203/1,213.12.244.236/16,RTSP,7027,1225,1728259200000
53.250.209.170/7,27.225.220.215/20,DNS,10130,14580,1728259200000
179.37.148.72/5,255.24.12.65/8,SCTP,12029,8562,1728259200000
136.77.116.231/10,177.77.2.249/5,LDAP,11366,2495,1728259200000
142.193.60.203/9,102.141.235.197/21,OSPF,5770,11528,1728259200000
130.66.39.167/6,27.22.187.116/22,PPTP,12934,2792,1728259200000
242.98.222.131/18,188.163.101.130/28,RSVP,13961,11783,1728259200000
29.135.220.64/20,102.80.182.196/13,RIP,3742,13590,1728259200000
133.223.190.119/18,109.154.103.126/25,DNS,10759,14436,1728259200000
135.106.89.142/5,38.82.35.40/4,LLDP,9704,11970,1728259200000
194.50.9.249/10,189.242.171.214/3,RIP,10306,1,1728259200000
79.133.216.26/4,59.118.190.102/25,VRRP,2221,2602,1728259200000
30.218.27.28/8,228.209.178.133/17,NFS,11635,8682,1728259200000
35.145.54.52/21,66.8.206.139/24,IGMP,12096,10704,1728259200000
164.60.139.232/30,101.1.226.73/22,TFTP,1532,7352,1728259200000
119.46.142.138/5,175.204.161.171/5,NDP,4211,997,1728259200000
93.191.104.26/13,163.174.184.114/6,VTP,7200,5205,1728259200000
115.228.119.148/19,144.199.137.18/24,SMTP,13840,11339,1728259200000
213.130.143.224/13,239.246.202.21/3,VRRP,11728,11252,1728259200000
148.7.81.242/12,149.69.55.47/15,CIFS,14729,4868,1728259200000
123.220.95.63/19,68.194.10.133/6,HSRP,13064,4687,1728259200000
98.194.74.76/7,65.3.209.92/20,TCP,10509,2153,1728259200000
70.145.208.48/8,197.155.32.65/14,RIP,8762,998,1728259200000
82.143.214.46/20,230.104.189.107/30,LLDP,1378,8230,1728259200000
252.53.244.253/3,25.160.198.229/26,GRE,11982,6631,1728259200000
47.28.66.93/8,5.69.191.120/30,DCCP,4788,13383,1728259200000
242.242.37.61/7,75.38.22.8/9,HTTPS,7373,7266,1728259200000
8.245.137.151/27,253.220.67.242/25,DHCP,3930,11274,1728259200000
91.77.99.247/31,104.223.134.87/17,BGP,4184,10279,1728259200000
15.213.156.42/1,245.148.185.200/29,EIGRP,13386,503,1728259200000
66.184.109.230/9,78.157.116.252/13,ARP,4200,14942,1728259200000
26.142.22.194/8,221.7.36.137/1,STP,7548,7707,1728259200000
162.207.125.170/16,21.229.53.165/13,HSRP,5003,2314,1728259200000
136.38.87.105/19,125.50.43.119/18,SSH,1908,10401,1728259200000
196.142.171.237/24,103.97.36.49/30,MPLS,7393,9851,1728259200000
96.27.32.254/6,117.177.150.97/18,ESP,708,14745,1728259200000
148.253.151.156/31,93.186.210.146/30,UDP,9913,119,1728259200000
151.181.40.238/28,220.141.162.190/27,IS-IS,2989,2617,1728259200000
20.253.71.16/6,9.244.222.34/17,SIP,13886,7266,1728259200000
165.182.95.144/18,111.162.185.113/26,IGMP,12338,14185,1728259200000
59.206.95.121/16,66.163.214.154/28,RTP,14196,5112,1728259200000
254.105.102.224/27,194.105.172.69/9,RDP,4366,7796,1728259200000
240.183.217.95/18,60.192.216.21/23,DNS,8902,10050,1728259200000
95.105.23.218/15,210.115.14.164/23,PPTP,3174,2260,1728259200000
139.177.131.122/29,44.222.234.30/20,RIP,3762,3540,1728259200000
11.48.47.16/31,116.91.6.168/21,VRRP,13101,4334,1728259200000
190.119.240.144/28,47.122.61.174/12,TCP,14066,5345,1728259200000
106.101.145.219/31,1.99.77.155/12,RIP,11524,3197,1728259200000
89.239.72.155/21,38.243.163.162/23,BGP,3975,3657,1728259200000
227.25.231.121/25,102.102.41.101/17,LLDP,6585,5283,1728259200000
76.43.210.132/2,5.124.97.222/16,Telnet,3611,7860,1728259200000
119.254.20.78/10,70.93.144.16/7,SNMP,5130,8391,1728259200000
107.236.119.211/11,222.245.164.76/2,NDP,2915,6397,1728259200000
182.151.185.10/14,11.48.94.192/5,HDLC,11196,13260,1728259200000
112.178.92.12/8,243.124.75.176/19,SIP,4853,12541,1728259200000
109.177.92.151/14,242.35.243.36/28,ICMP,8898,12344,1728259200000
65.62.208.80/23,132.249.171.189/6,CDP,10214,1154,1728259200000
67.15.214.175/22,41.19.129.11/3,HDLC,5616,13798,1728259200000
157.5.79.221/29,114.177.201.166/1,IP-in-IP,7157,14507,1728259200000
214.31.195.249/6,12.76.230.1/13,IP-in-IP,2585,5982,1728259200000
91.39.180.166/3,11.37.129.112/19,FTP,11882,4488,1728259200000
13.155.19.101/4,23.134.112.221/20,GTP,9758,4229,1728259200000
145.164.143.67/11,8.161.152.131/9,STP,14087,3707,1728259200000
70.203.135.142/11,182.15.86.170/15,SMB,1761,1104,1728259200000
217.202.182.121/29,232.200.87.207/20,ARP,363,4109,1728259200000
222.7.66.73/13,199.178.250.117/29,DNS,1322,1100,1728259200000
19.93.161.171/21,155.251.162.127/3,PPTP,6174,14822,1728259200000
243.39.184.178/4,241.23.85.36/2,SSH,12296,1696,1728259200000
255.12.249.191/22,25.76.26.143/4,VTP,3261,11469,1728259200000
150.118.219.55/4,159.132.212.213/10,RTP,1207,1701,1728259200000
254.66.3.130/31,57.61.241.80/21,IP-in-IP,12170,9217,1728259200000
23.113.216.110/16,253.136.111.198/31,SMTP,13874,6161,1728259200000
98.184.26.253/12,237.137.54.40/7,L2TP,9651,12859,1728259200000
251.230.238.158/22,141.124.126.117/1,PPTP,409,7201,1728259200000
123.119.215.13/1,255.133.9.233/7,CDP,14907,2373,1728259200000
60.232.18.251/8,84.105.231.121/30,FTP,7336,1196,1728259200000
192.249.149.114/31,41.41.128.158/6,GRE,14617,2740,1728259200000
47.117.138.88/11,135.10.150.81/26,HTTPS,10969,106,1728259200000
143.191.52.119/18,245.17.149.223/3,STP,5029,13048,1728259200000
189.184.137.130/14,230.171.37.171/12,GTP,9426,5690,1728259200000
255.181.63.87/28,28.116.218.153/29,DHCP,7363,11097,1728259200000
227.131.67.133/5,183.100.210.45/7,IS-IS,4669,13783,1728259200000
130.65.70.195/2,94.170.206.72/30,Telnet,8968,10080,1728259200000
98.86.86.145/9,247.181.16.251/8,TCP,13790,8706,1728259200000
230.140.34.140/2,76.21.14.89/29,HTTPS,8192,11851,1728259200000
168.254.21.246/19,217.37.22.157/30,AH,13390,13251,1728259200000
10.55.231.186/11,238.106.211.19/29,DCCP,3399,11393,1728259200000
35.172.206.77/28,250.228.128.47/5,VTP,2976,4826,1728259200000
141.235.74.201/30,178.178.42.32/8,LLDP,1843,9511,1728259200000
159.12.155.246/22,41.194.30.182/21,SIP,3241,12706,1728259200000
79.50.208.55/27,149.136.136.72/15,VRRP,14130,475,1728259200000
149.212.33.5/10,64.28.84.142/7,PPTP,8641,14365,1728259200000
7.121.218.169/19,223.175.71.49/13,TCP,8454,11563,1728259200000
154.254.75.96/22,246.37.20.195/5,SIP,12416,5075,1728259200000
247.36.247.207/18,76.31.48.103/25,DNS,1755,13440,1728259200000
210.152.75.129/5,206.16.191.80/4,UDP,3036,11262,1728259200000
42.254.2.216/8,112.120.21.4/22,ESP,2068,5980,1728259200000
236.248.157.244/24,11.34.75.71/6,IGMP,11737,6320,1728259200000
32.151.161.18/6,124.199.37.134/6,RTSP,7680,14281,1728259200000
241.212.126.31/23,67.84.52.252/19,ARP,10877,12868,1728259200000
59.152.78.26/12,214.43.110.98/1,PIM,4699,11673,1728259200000
96.146.207.27/31,211.152.106.15/24,FTP,3405,5850,1728259200000
55.49.221.84/10,168.111.100.94/12,HTTPS,7948,6453,1728259200000
244.12.119.185/12,167.100.11.203/4,SIP,11880,1634,1728259200000
59.93.186.54/11,116.187.243.168/7,ICMP,8655,6165,1728259200000
193.185.123.150/27,133.64.198.152/17,SIP,7374,11028,1728259200000
34.244.246.86/31,208.189.54.164/5,CDP,7743,4703,1728259200000
69.127.188.166/16,130.73.159.46/7,ICMP,12975,9870,1728259200000
178.1.110.111/2,59.152.63.46/19,POP3,14823,1551,1728259200000
231.69.54.22/10,92.218.107.74/6,SIP,11460,13513,1728259200000
214.26.7.69/15,102.96.38.203/1,SSH,14046,6779,1728259200000
182.131.99.243/16,221.135.71.119/29,RIP,843,8570,1728259200000
26.254.226.215/16,214.75.8.247/17,HDLC,4129,12506,1728259200000
163.88.153.114/27,136.21.78.61/22,ICMP,684,14705,1728259200000
51.121.102.243/19,51.7.13.26/11,STP,12990,13001,1728259200000
176.114.65.77/25,25.25.227.210/14,DCCP,5550,814,1728259200000
125.244.245.2/5,168.151.91.254/3,LDAP,13705,8057,1728259200000
114.131.96.61/17,65.198.209.62/9,ICMP,11168,769,1728259200000
101.164.82.240/23,124.15.123.146/3,GTP,12521,308,1728259200000
75.18.254.43/30,21.147.66.175/24,RTSP,3555,2540,1728259200000
238.176.202.79/25,55.165.153.12/5,L2TP,9905,8693,1728259200000
36.202.134.138/2,99.95.55.196/30,VTP,684,7246,1728259200000
180.147.53.130/6,209.9.247.132/15,LDP,9613,2983,1728259200000
236.13.211.113/5,196.6.139.98/5,PIM,6170,11462,1728259200000
141.240.138.0/4,154.84.254.88/25,IS-IS,5286,8549,1728259200000
66.118.95.86/26,228.104.186.242/4,AH,11716,7712,1728259200000
162.94.242.178/5,85.208.85.192/26,CDP,2638,1,1728259200000
226.162.131.254/19,199.232.127.203/24,NFS,4222,14138,1728259200000
87.75.16.191/28,244.65.232.252/12,ESP,10956,1588,1728259200000
171.61.17.218/6,24.244.158.224/6,SNMP,14549,9831,1728259200000
200.102.37.8/7,59.157.251.235/11,VTP,8640,9489,1728259200000
207.123.110.196/16,55.148.87.16/5,IP-in-IP,11513,12889,1728259200000
142.248.79.59/31,75.39.78.124/16,NFS,7111,3250,1728259200000
30.228.59.229/8,159.23.165.189/6,L2TP,13265,3220,1728259200000
123.231.0.223/21,148.163.202.246/25,IMAP,11691,11929,1728259200000
167.26.31.217/14,195.109.90.186/15,RIP,1859,7508,1728259200000
99.2.91.174/21,177.201.233.196/13,GRE,7296,14963,1728259200000
81.142.71.134/15,226.252.169.84/5,PPP,12975,4392,1728259200000
86.50.71.5/26,25.240.28.194/15,ESP,9184,9654,1728259200000
159.5.190.34/16,186.17.164.133/24,VTP,8868,8109,1728259200000
18.72.209.184/17,150.50.200.172/24,NFS,12471,7933,1728259200000
129.169.17.208/2,184.198.27.204/13,FTP,1573,1872,1728259200000
206.72.2.16/21,241.168.255.127/24,IGMP,6500,8289,1728259200000
110.230.18.166/23,31.97.230.184/20,UDP,10868,6616,1728259200000
9.123.245.20/20,102.211.194.180/16,GRE,2765,6752,1728259200000
72.141.226.184/12,126.179.31.71/1,SSH,2895,7314,1728259200000
97.252.39.142/13,6.125.210.117/4,STP,6137,7764,1728259200000
206.149.24.152/17,137.174.53.196/6,PPTP,9904,14168,1728259200000
103.78.13.138/27,199.136.164.134/13,SMTP,13777,5965,1728259200000
120.72.112.60/1,122.199.205.191/21,SIP,7794,11562,1728259200000
112.46.226.152/22,77.252.244.64/23,SIP,13818,3328,1728259200000
228.227.121.151/12,26.25.248.69/1,LLDP,4784,8423,1728259200000
15.224.243.32/28,242.10.19.151/31,VTP,11017,12631,1728259200000
220.131.248.86/27,25.241.93.116/10,RTP,10507,8288,1728259200000
86.61.118.126/8,62.232.32.43/31,AH,12349,13470,1728259200000
146.169.209.176/11,14.93.23.213/31,TFTP,1771,5416,1728259200000
136.188.32.132/8,160.78.209.164/11,Telnet,2606,10328,1728259200000
67.203.12.48/17,85.65.167.27/17,CDP,7512,4222,1728259200000
151.9.183.66/25,138.198.192.72/22,SIP,9709,8819,1728259200000
30.178.220.230/11,226.131.190.36/1,L2TP,5874,5094,1728259200000
148.33.252.42/30,205.149.238.31/19,NFS,6264,12278,1728259200000
80.138.21.198/5,110.57.104.121/31,DHCP,2527,14787,1728259200000
190.90.91.92/1,94.160.11.204/11,RSVP,4698,2426,1728259200000
115.157.104.101/18,11.73.147.116/23,SSH,5129,677,1728259200000
64.237.214.112/13,249.137.37.19/7,FTP,7857,3388,1728259200000
162.75.211.182/31,218.94.4.25/28,VTP,8723,9099,1728259200000
149.105.73.46/3,205.226.202.145/28,ICMP,13050,13491,1728259200000
172.248.104.51/21,127.112.21.220/26,DHCP,12291,10371,1728259200000
234.52.89.186/25,199.190.160.177/3,SCTP,566,9042,1728259200000
202.239.28.202/8,87.108.91.254/21,IMAP,10301,6607,1728259200000
144.130.128.33/25,103.52.22.212/20,LDAP,3689,174,1728259200000
151.77.128.179/24,243.22.136.241/18,TFTP,305,5575,1728259200000
207.69.86.117/2,173.10.1.59/18,PPTP,7854,12892,1728259200000
112.218.232.174/24,231.167.38.197/4,SNMP,11529,14128,1728259200000
74.182.63.73/13,112.135.158.59/6,EIGRP,14733,7368,1728259200000
53.114.52.0/3,203.52.14.46/27,RSVP,2527,4569,1728259200000
54.93.147.68/6,124.124.4.85/19,RIP,2641,9302,1728259200000
177.186.32.86/5,88.255.107.44/10,AH,11568,10168,1728259200000
41.17.36.75/17,4.130.210.72/16,CDP,5837,2621,1728259200000
110.124.21.42/4,19.149.17.125/11,GRE,973,499,1728259200000
22.31.148.78/19,204.236.172.43/29,TFTP,11860,2411,1728259200000
80.183.183.60/14,205.87.0.107/28,SNMP,2845,3892,1728259200000
125.8.67.99/10,33.6.244.72/19,PIM,2268,8842,1728259200000
241.216.235.195/4,185.143.20.226/20,DHCP,12003,14970,1728259200000
145.103.18.208/13,251.163.242.104/13,HSRP,404,6252,1728259200000
50.106.116.203/4,222.194.34.95/30,ESP,2047,1642,1728259200000
0.168.123.245/19,65.86.81.60/12,PPP,2251,13152,1728259200000
90.139.255.131/5,148.146.137.55/2,SMB,8144,14598,1728259200000
80.100.123.59/15,201.198.102.50/22,GTP,4563,8511,1728259200000
240.153.171.212/13,65.97.24.159/30,Telnet,2782,2053,1728259200000
107.25.180.147/15,230.198.244.153/27,CDP,2807,12070,1728259200000
194.98.81.22/20,124.111.127.219/16,NFS,8240,9549,1728259200000
75.83.70.254/22,136.165.192.94/14,NDP,6329,2798,1728259200000
33.38.226.240/1,80.131.37.180/14,DNS,6598,14085,1728259200000
18.32.7.192/1,254.147.173.249/20,RIP,4446,2061,1728259200000
80.119.10.106/29,177.201.161.244/25,ICMP,2036,433,1728259200000
78.145.159.139/28,50.4.236.110/28,AH,4043,12452,1728259200000
40.104.222.35/14,24.130.13.148/10,IMAP,10257,2230,1728259200000
174.144.227.116/15,215.209.153.35/18,LDP,1589,5155,1728259200000
236.101.42.6/24,140.189.115.49/29,DNS,9954,4086,1728259200000
80.147.58.27/6,128.228.251.19/31,AH,7243,2113,1728259200000
122.74.170.1/14,169.251.101.71/9,SSH,14176,6398,1728259200000
227.217.46.54/21,111.132.178.32/15,TFTP,2236,13745,1728259200000
86.115.185.236/10,102.239.211.47/11,HTTPS,9028,1921,1728259200000
124.134.171.83/26,248.114.195.95/20,LLDP,7497,13549,1728259200000
153.31.200.203/5,207.111.34.163/24,SSH,4952,10973,1728259200000
211.185.77.230/1,116.88.65.58/7,RTP,4855,13435,1728259200000
86.107.208.181/30,215.205.50.4/30,SMB,4019,10600,1728259200000
101.60.51.170/8,217.243.236.109/2,SIP,2000,7727,1728259200000
255.249.73.151/29,12.197.47.245/11,SCTP,8469,7855,1728259200000
189.104.127.124/5,156.8.48.174/4,RIP,11397,4568,1728259200000
66.70.141.58/29,82.127.30.46/26,HSRP,7113,14367,1728259200000
78.62.10.123/7,222.92.120.184/21,VTP,14654,9647,1728259200000
53.100.15.246/21,128.165.118.23/25,IS-IS,3605,658,1728259200000
199.104.69.158/10,183.125.28.106/12,Telnet,732,11338,1728259200000
46.157.50.193/6,42.232.93.224/29,IS-IS,14717,10014,1728259200000
242.139.178.133/5,58.103.92.57/1,ESP,7391,319,1728259200000
113.128.111.249/21,128.199.43.242/16,STP,11647,12284,1728259200000
121.255.30.138/17,161.139.90.23/10,GRE,7303,12911,1728259200000
2.12.205.177/7,63.227.176.40/10,ARP,615,5744,1728259200000
87.141.231.52/3,190.156.77.159/21,RTP,13807,9173,1728259200000
241.64.45.113/20,66.196.0.147/18,DCCP,3922,655,1728259200000
192.107.34.64/7,190.134.13.243/3,HTTP,6808,9053,1728259200000
177.84.27.164/28,123.20.81.141/4,GTP,6097,2095,1728259200000
226.126.236.42/15,193.213.220.7/8,HSRP,9404,786,1728259200000
243.3.233.3/26,46.43.98.3/17,SMB,14587,5201,1728259200000
11.82.86.227/9,215.56.124.83/27,LDP,3232,13220,1728259200000
199.11.183.107/9,124.72.126.222/30,POP3,1929,6967,1728259200000
114.18.53.253/13,35.115.253.131/9,DHCP,4644,13688,1728259200000
203.216.202.13/1,90.204.179.30/22,RTP,11907,2301,1728259200000
132.129.39.130/30,56.62.108.31/6,POP3,5376,1784,1728259200000
138.57.219.225/24,37.224.143.217/3,SSH,14197,1730,1728259200000
161.254.66.148/13,156.48.38.158/23,OSPF,1245,1663,1728259200000
127.121.232.127/5,131.88.114.195/21,RDP,9398,2093,1728259200000
244.232.201.255/6,201.229.32.25/28,GRE,10080,2971,1728259200000
252.227.239.222/8,208.13.20.231/27,HSRP,1503,10930,1728259200000
119.186.103.46/23,206.49.213.17/27,PIM,8198,10631,1728259200000
3.82.239.176/31,51.79.231.40/5,EIGRP,8411,12414,1728259200000
246.191.55.205/14,55.71.103.181/17,RTP,3843,877,1728259200000
128.252.179.214/16,134.92.240.24/6,VRRP,13768,14862,1728259200000
86.91.89.136/20,84.77.50.127/14,HTTPS,2099,478,1728259200000
44.63.9.22/10,56.56.179.61/2,PPP,10698,6280,1728259200000
194.31.223.23/6,127.199.222.153/2,IGMP,59,5595,1728259200000
81.253.131.82/24,55.120.183.163/26,SMB,7517,14952,1728259200000
28.213.175.38/24,26.36.113.24/30,FTP,1609,7567,1728259200000
75.16.218.94/14,175.247.135.58/2,ARP,5616,12649,1728259200000
203.36.131.216/17,69.211.113.30/17,PPTP,8230,5121,1728259200000
229.214.193.109/21,65.139.159.232/13,RIP,9423,4720,1728259200000
143.141.248.194/21,208.65.14.114/6,SMTP,2785,2142,1728259200000
84.161.116.151/16,49.209.16.83/25,RTSP,7851,573,1728259200000
121.221.56.51/9,182.128.24.113/18,MPLS,5253,7045,1728259200000
32.57.126.189/29,145.179.22.186/20,SIP,12934,12083,1728259200000
65.98.214.164/13,242.78.196.26/28,IGMP,7581,12890,1728259200000
63.222.223.167/15,11.87.249.181/29,LLDP,7376,10736,1728259200000
45.56.37.253/11,63.184.202.19/14,VRRP,13176,14015,1728259200000
132.202.217.97/2,24.48.116.85/2,NFS,1944,13620,1728259200000
13.3.201.188/1,253.252.154.123/30,PIM,2402,56,1728259200000
94.173.85.71/11,48.178.249.217/22,PPTP,1171,5471,1728259200000
129.244.40.248/3,72.238.185.120/25,SCTP,353,7987,1728259200000
166.25.41.247/22,245.0.159.100/16,ESP,9172,2435,1728259200000
98.222.93.18/1,111.214.164.193/4,HTTP,13381,13407,1728259200000
119.166.38.18/24,131.125.195.140/17,IMAP,3989,6664,1728259200000
178.56.162.194/13,103.55.217.58/20,TCP,9705,3509,1728259200000
221.151.158.209/1,25.249.63.31/17,ESP,10382,5557,1728259200000
71.35.200.227/23,199.12.152.158/25,SSH,11171,3093,1728259200000
42.144.236.107/24,181.56.64.242/28,IP-in-IP,2586,2791,1728259200000
73.35.168.31/11,0.70.84.83/10,SIP,11422,9624,1728259200000
147.94.207.26/16,191.163.193.104/29,VTP,9561,2517,1728259200000
206.223.38.237/17,142.138.239.75/25,UDP,8967,8207,1728259200000
234.244.177.140/23,111.33.188.177/13,ARP,3168,522,1728259200000
235.161.89.225/29,59.107.17.39/1,PPTP,6606,10862,1728259200000
176.214.32.250/28,36.19.55.187/31,NDP,107,11459,1728259200000
63.90.172.69/2,136.44.71.228/29,DCCP,5523,7916,1728259200000
178.150.221.208/27,3.135.134.223/10,LDP,2491,6445,1728259200000
83.33.102.208/3,154.182.204.168/21,OSPF,5480,7327,1728259200000
228.20.238.68/20,159.226.226.15/13,SMB,6544,7066,1728259200000
132.222.8.42/22,221.33.223.247/6,HDLC,6047,12138,1728259200000
131.80.147.80/19,94.108.173.212/11,GRE,12684,12020,1728259200000
184.30.58.163/24,188.131.51.229/17,HTTPS,9095,3506,1728259200000
108.180.217.54/17,167.140.17.246/17,EIGRP,5478,13207,1728259200000
83.114.38.249/22,224.103.215.49/8,SNMP,6854,14667,1728259200000
24.224.58.42/31,20.249.16.99/14,DNS,701,8899,1728259200000
160.69.138.43/24,188.88.182.138/8,EIGRP,10721,2030,1728259200000
25.88.121.6/30,214.245.174.72/14,L2TP,7427,5293,1728259200000
239.62.115.245/1,241.101.191.171/13,STP,954,2792,1728259200000
157.189.148.49/16,96.59.75.4/2,IP-in-IP,7679,804,1728259200000
70.173.181.78/28,202.198.195.210/13,NFS,3,4709,1728259200000
231.194.98.248/6,48.18.254.181/17,IS-IS,11359,14934,1728259200000
8.119.218.186/24,220.129.232.173/28,GTP,6581,3369,1728259200000
171.76.55.189/24,174.81.30.179/4,TFTP,2734,11253,1728259200000
187.94.5.132/2,211.187.76.138/15,NDP,11277,9413,1728259200000
200.122.73.121/24,244.215.74.77/11,RIP,9965,11384,1728259200000
227.110.227.200/28,247.213.76.186/24,POP3,6923,8181,1728259200000
227.154.218.70/25,163.1.60.27/16,NDP,12624,9041,1728259200000
38.255.82.194/2,206.118.12.194/20,PPTP,5715,6839,1728259200000
42.231.35.80/7,140.56.23.203/24,Telnet,2552,2280,1728259200000
82.182.3.30/4,162.69.130.105/20,EIGRP,1968,3931,1728259200000
99.192.147.194/17,22.118.197.214/9,SCTP,2164,2125,1728259200000
206.186.94.233/7,121.218.206.107/25,LDP,8342,9237,1728259200000
90.124.121.90/7,208.131.231.34/12,LDAP,11832,8411,1728259200000
117.106.8.204/12,187.100.52.132/28,GRE,4620,3663,1728259200000
234.180.205.39/18,105.152.153.147/30,PPTP,11284,10625,1728259200000
87.198.71.182/17,58.82.217.34/10,HSRP,4589,7378,1728259200000
131.123.165.243/30,255.212.68.195/13,STP,13582,5994,1728259200000
168.237.109.65/25,34.132.120.74/21,FTP,12930,6165,1728259200000
189.180.167.96/10,28.176.42.155/5,SNMP,300,12092,1728259200000
26.40.53.198/15,219.9.116.30/23,SCTP,10620,11460,1728259200000
228.142.130.231/20,23.189.166.237/22,SMB,3697,4614,1728259200000
128.18.91.158/19,174.102.190.100/27,RTP,3394,10226,1728259200000
100.29.51.75/21,152.171.40.47/1,NFS,10622,12675,1728259200000
75.41.205.132/14,148.124.109.250/10,Telnet,3175,5748,1728259200000
14.214.71.1/12,68.134.248.118/10,CDP,9326,6386,1728259200000
179.74.45.120/9,117.67.140.248/17,LDP,10232,11589,1728259200000
62.114.123.204/30,38.231.115.38/7,OSPF,5692,10951,1728259200000
6.181.75.41/27,193.198.66.102/31,RTSP,8950,766,1728259200000
44.102.209.84/23,178.116.178.14/20,GTP,14100,10727,1728259200000
199.16.56.15/30,145.234.135.130/6,RTSP,4375,11341,1728259200000
173.163.100.52/12,51.113.21.136/15,Telnet,4765,4868,1728259200000
126.233.163.250/20,53.242.252.230/14,EIGRP,4227,12265,1728259200000
54.199.36.184/7,202.63.118.21/7,LDP,12386,11298,1728259200000
125.35.155.132/21,48.162.217.160/22,PPP,3059,3338,1728259200000
88.116.113.94/18,80.77.102.25/22,LDAP,1084,1480,1728259200000
240.138.109.84/21,171.192.93.95/3,STP,13908,2895,1728259200000
123.163.190.193/23,218.61.58.212/21,IGMP,13820,8064,1728259200000
80.255.109.160/12,32.201.56.82/16,RTSP,6635,7034,1728259200000
147.68.255.252/19,233.135.22.7/12,RSVP,2337,12633,1728259200000
207.87.217.80/18,154.2.210.199/14,ARP,3794,7077,1728259200000
31.37.244.131/5,41.39.224.211/18,MPLS,13136,12479,1728259200000
161.3.70.165/30,200.47.178.248/15,EIGRP,6258,12379,1728259200000
185.238.55.26/24,43.189.21.142/22,VRRP,11958,14291,1728259200000
225.64.250.205/3,242.209.67.134/26,STP,2084,1459,1728259200000
165.227.252.213/12,150.59.24.246/20,Telnet,4336,1935,1728259200000
217.97.38.252/1,251.93.68.76/16,IP-in-IP,12334,5112,1728259200000
122.70.119.197/11,100.217.231.71/4,IGMP,5224,8540,1728259200000
83.105.5.12/29,45.32.213.217/31,DHCP,3456,11952,1728259200000
132.186.146.133/16,127.254.143.149/14,RTP,2617,12762,1728259200000
201.144.215.173/7,29.42.121.222/31,PIM,14015,9699,1728259200000
197.149.204.230/22,193.58.107.20/24,ESP,10689,4462,1728259200000
